transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,channel,sender_country,receiver_country,device_id,ip_hash,sender_account_age_days,receiver_account_age_days,scenario
TX-000012,2026-06-13T10:39:00,ACC-NORMAL-0017,ACC-NORMAL-0171,7854.75,AUD,online,JP,FR,DEV-9308,hash_aab97e494f2d4796,1423,308,
TX-000013,2026-05-27T22:18:00,ACC-NORMAL-0104,ACC-NORMAL-0083,13864.77,SGD,branch,AE,DE,DEV-7211,hash_bf85bf0ead64b56c,1115,2080,
TX-000014,2026-06-02T09:25:00,ACC-NORMAL-0044,ACC-NORMAL-0158,13702.95,AUD,online,FR,SG,DEV-5700,hash_6e0d264835ce8841,2217,2741,
TX-000015,2026-06-04T10:29:00,ACC-NORMAL-0148,ACC-NORMAL-0156,11050.23,CHF,branch,FR,CA,DEV-8752,hash_e6b3c944cb323e35,412,1198,
TX-000016,2026-06-05T02:18:00,ACC-NORMAL-0188,ACC-NORMAL-0043,12891.15,CAD,mobile,GB,DE,DEV-2530,hash_f3b63fe1d1843324,439,2525,
TX-000017,2026-06-05T09:14:00,ACC-NORMAL-0192,ACC-NORMAL-0060,20166.01,USD,branch,GB,JP,DEV-1757,hash_fbe33b243eae0032,3638,2237,
TX-000018,2026-06-11T02:29:00,ACC-NORMAL-0121,ACC-NORMAL-0157,10366.88,JPY,mobile,AE,AE,DEV-7291,hash_664fa6637e8f8095,320,2883,
TX-000019,2026-06-04T22:00:00,ACC-NORMAL-0062,ACC-NORMAL-0037,22317.57,SGD,online,CH,JP,DEV-4585,hash_cdda24ba2d06e8cf,1784,1586,
TX-000020,2026-05-29T01:35:00,ACC-NORMAL-0178,ACC-NORMAL-0132,6237.47,AED,online,AE,SG,DEV-3184,hash_76f2dbfecd29a36f,2345,1713,
TX-000021,2026-06-01T19:20:00,ACC-NORMAL-0170,ACC-NORMAL-0135,23751.49,CHF,wire,CH,CA,DEV-7991,hash_e827a1b9d4a02e53,310,278,
TX-000022,2026-06-12T05:47:00,ACC-NORMAL-0140,ACC-NORMAL-0114,21538.76,AUD,wire,DE,CH,DEV-5050,hash_a33dc7afd701410d,1867,116,
TX-000023,2026-06-08T16:31:00,ACC-NORMAL-0070,ACC-NORMAL-0197,15672.44,AED,atm,GB,JP,DEV-2269,hash_49257af1b6aae05b,2472,2911,
TX-000024,2026-05-25T10:57:00,ACC-NORMAL-0060,ACC-NORMAL-0070,13508.4,EUR,branch,JP,GB,DEV-4788,hash_b1a6b1f1620e99d3,2237,2472,
TX-000025,2026-05-21T02:26:00,ACC-NORMAL-0039,ACC-NORMAL-0181,10195.91,AED,mobile,AU,JP,DEV-7812,hash_34f3193c0ff0a55c,696,1007,
TX-000026,2026-06-12T18:44:00,ACC-NORMAL-0107,ACC-NORMAL-0099,498.1,SGD,mobile,FR,GB,DEV-8814,hash_f1578470018267c4,2238,3372,
TX-000027,2026-06-08T12:54:00,ACC-NORMAL-0090,ACC-NORMAL-0076,22292.12,CHF,wire,AE,AE,DEV-9947,hash_9a6ec2f5ccc42903,2239,2822,
TX-000028,2026-05-22T08:27:00,ACC-NORMAL-0056,ACC-NORMAL-0125,12146.19,CAD,wire,SG,CH,DEV-7624,hash_2a405f12b963f37f,1650,571,
TX-000029,2026-06-03T17:01:00,ACC-NORMAL-0119,ACC-NORMAL-0032,22674.15,USD,mobile,GB,GB,DEV-2375,hash_6db99102a48b3dbe,967,2915,
TX-000030,2026-05-20T01:16:00,ACC-NORMAL-0034,ACC-NORMAL-0119,9483.81,AED,branch,JP,GB,DEV-6355,hash_c2dff33556666f9f,3196,967,
TX-000031,2026-06-08T13:16:00,ACC-NORMAL-0097,ACC-NORMAL-0071,20874.42,USD,wire,GB,CA,DEV-9837,hash_fff9f5850d557b61,352,1606,
TX-000032,2026-06-04T02:49:00,ACC-NORMAL-0089,ACC-NORMAL-0057,23932.57,USD,online,DE,JP,DEV-5051,hash_d6d7b3b833094d35,3153,615,
TX-000033,2026-05-19T07:08:00,ACC-NORMAL-0005,ACC-NORMAL-0160,11844.29,JPY,online,CH,FR,DEV-8619,hash_41992fdfb31022f0,386,1245,
TX-000034,2026-05-20T19:38:00,ACC-NORMAL-0196,ACC-NORMAL-0094,24093.73,EUR,online,AE,JP,DEV-6096,hash_9424aed51bac5c15,3445,1516,
TX-000035,2026-06-02T21:58:00,ACC-NORMAL-0006,ACC-NORMAL-0080,23954.74,JPY,wire,US,DE,DEV-2245,hash_b0cc1b3b9793b9b4,1758,1810,
TX-000036,2026-05-18T22:49:00,ACC-NORMAL-0160,ACC-NORMAL-0062,7546.55,GBP,mobile,FR,CH,DEV-1672,hash_8861fe1858e25888,1245,1784,
TX-000037,2026-05-26T02:32:00,ACC-NORMAL-0109,ACC-NORMAL-0170,16192.11,SGD,online,AU,CH,DEV-9031,hash_6efb63b11b049863,1664,310,
TX-000038,2026-06-12T14:45:00,ACC-NORMAL-0092,ACC-NORMAL-0163,3833.25,CHF,branch,SG,AU,DEV-5425,hash_cee624d09dac6e83,1357,279,
TX-000039,2026-05-30T14:27:00,ACC-NORMAL-0137,ACC-NORMAL-0199,20645.11,AUD,mobile,GB,AE,DEV-6280,hash_3ed8c56cda09dfa0,3309,62,
TX-000040,2026-06-12T14:15:00,ACC-NORMAL-0022,ACC-NORMAL-0072,18764.4,SGD,mobile,AU,SG,DEV-6511,hash_7e8adee70758e201,1500,2470,
TX-000041,2026-05-30T06:22:00,ACC-NORMAL-0083,ACC-NORMAL-0046,19947.83,AUD,atm,DE,JP,DEV-5526,hash_0299436a8e485223,2080,1584,
TX-000042,2026-05-17T07:46:00,ACC-NORMAL-0132,ACC-NORMAL-0048,10166.64,JPY,mobile,SG,AU,DEV-8800,hash_b63b4dc3a559e463,1713,929,
TX-000043,2026-06-09T00:05:00,ACC-NORMAL-0125,ACC-NORMAL-0114,7362.95,JPY,wire,CH,CH,DEV-6016,hash_94e0d3baa9f948b2,571,116,
TX-000044,2026-06-01T16:22:00,ACC-NORMAL-0094,ACC-NORMAL-0122,10643.34,CAD,mobile,JP,JP,DEV-6764,hash_7428a656b3ee4d3b,1516,1004,
TX-000045,2026-05-23T07:07:00,ACC-NORMAL-0069,ACC-NORMAL-0079,18034.9,GBP,atm,CA,JP,DEV-9779,hash_c31edbbcf36cb62b,3274,486,
TX-000046,2026-05-21T06:47:00,ACC-NORMAL-0176,ACC-NORMAL-0047,12110.12,CHF,mobile,CA,AE,DEV-5636,hash_19bc143efb02bebb,365,2651,
TX-000047,2026-05-22T11:11:00,ACC-NORMAL-0049,ACC-NORMAL-0076,7563.67,EUR,mobile,US,AE,DEV-5494,hash_f96b648a0ba6eab9,3482,2822,
TX-000048,2026-05-24T22:08:00,ACC-NORMAL-0013,ACC-NORMAL-0142,15950.36,GBP,wire,CH,SG,DEV-1200,hash_48ca765192f5df7b,1869,1170,
TX-000049,2026-05-29T10:11:00,ACC-NORMAL-0120,ACC-NORMAL-0123,24137.79,AED,atm,AU,SG,DEV-2869,hash_10ba58e3d2762bdc,158,2770,
TX-000050,2026-05-17T18:40:00,ACC-NORMAL-0102,ACC-NORMAL-0126,17164.41,EUR,branch,SG,SG,DEV-5978,hash_fe716b1415ce6a66,555,2390,
TX-000051,2026-06-01T13:38:00,ACC-NORMAL-0063,ACC-NORMAL-0030,14907.21,JPY,mobile,AU,AU,DEV-9561,hash_7354ea6f61607459,1665,3559,
TX-000052,2026-06-11T18:27:00,ACC-NORMAL-0113,ACC-NORMAL-0076,7641.45,USD,mobile,AU,AE,DEV-2625,hash_c342bd2bf295456e,292,2822,
TX-000053,2026-05-21T08:42:00,ACC-NORMAL-0053,ACC-NORMAL-0161,2038.87,EUR,branch,FR,CH,DEV-2229,hash_00af5b3a2812859a,301,269,
TX-000054,2026-06-06T19:30:00,ACC-NORMAL-0104,ACC-NORMAL-0116,7288.57,AUD,branch,AE,FR,DEV-5632,hash_dc0f2fcfb3f6fe0d,1115,2440,
TX-000055,2026-06-05T07:59:00,ACC-NORMAL-0116,ACC-NORMAL-0018,6621.22,JPY,mobile,FR,FR,DEV-7965,hash_8b6870b51d61fac3,2440,666,
TX-000056,2026-05-19T08:52:00,ACC-NORMAL-0057,ACC-NORMAL-0166,3564.48,EUR,online,JP,AE,DEV-6039,hash_bfbbb17f9854ce4e,615,2089,
TX-000057,2026-05-29T03:29:00,ACC-NORMAL-0145,ACC-NORMAL-0073,17220.06,AUD,wire,US,JP,DEV-9199,hash_7e695d0d8a3c3b5e,431,2197,
TX-000058,2026-06-03T01:56:00,ACC-NORMAL-0112,ACC-NORMAL-0020,10806.4,AUD,atm,FR,GB,DEV-1423,hash_3a9aca5e176132ed,1045,448,
TX-000059,2026-06-02T00:48:00,ACC-NORMAL-0172,ACC-NORMAL-0147,16810.32,USD,atm,GB,US,DEV-3870,hash_84dad06a7872bdeb,1683,3454,
TX-000060,2026-06-13T08:11:00,ACC-NORMAL-0166,ACC-NORMAL-0113,24923.67,AED,wire,AE,AU,DEV-2494,hash_5913f9d3785299f4,2089,292,
TX-000061,2026-05-25T21:06:00,ACC-NORMAL-0104,ACC-NORMAL-0085,21444.75,SGD,atm,AE,JP,DEV-9117,hash_a99f131849c8a43f,1115,3595,
TX-000062,2026-06-01T01:29:00,ACC-NORMAL-0102,ACC-NORMAL-0195,2210.61,CAD,atm,SG,SG,DEV-2899,hash_c5c5b37af85e06a1,555,676,
TX-000063,2026-06-10T00:42:00,ACC-NORMAL-0103,ACC-NORMAL-0132,21735.49,SGD,wire,DE,SG,DEV-1888,hash_84b871bb300568d2,2281,1713,
TX-000064,2026-06-08T15:40:00,ACC-NORMAL-0092,ACC-NORMAL-0160,11056.6,JPY,online,SG,FR,DEV-5375,hash_218a15368c99a894,1357,1245,
TX-000065,2026-06-12T22:31:00,ACC-NORMAL-0073,ACC-NORMAL-0113,3044.44,JPY,mobile,JP,AU,DEV-3594,hash_8d03c91e4f8d5238,2197,292,
TX-000066,2026-05-28T02:14:00,ACC-NORMAL-0003,ACC-NORMAL-0142,24806.51,AED,online,GB,SG,DEV-2924,hash_d50755d9a5d04d53,601,1170,
TX-000067,2026-06-13T22:18:00,ACC-NORMAL-0039,ACC-NORMAL-0128,12726.71,SGD,atm,AU,CA,DEV-8905,hash_78e3654bfaf14ff0,696,3337,
TX-000068,2026-06-01T04:24:00,ACC-NORMAL-0062,ACC-NORMAL-0117,4773.35,CHF,mobile,CH,GB,DEV-3236,hash_11df12d7dd30de89,1784,59,
TX-000069,2026-06-09T13:21:00,ACC-NORMAL-0070,ACC-NORMAL-0198,23356.87,AUD,mobile,GB,AE,DEV-1042,hash_b9de7a3a486822b9,2472,2535,
TX-000070,2026-06-02T21:31:00,ACC-NORMAL-0076,ACC-NORMAL-0151,21632.86,CHF,wire,AE,CA,DEV-8935,hash_551ac8ea585a0afa,2822,905,
TX-000071,2026-06-01T12:29:00,ACC-NORMAL-0141,ACC-NORMAL-0196,23321.98,JPY,branch,DE,AE,DEV-7274,hash_db23aa8c3bcabf85,1758,3445,
TX-000072,2026-05-16T10:47:00,ACC-NORMAL-0198,ACC-NORMAL-0105,11829.68,SGD,wire,AE,CH,DEV-3492,hash_f6febc0e7ecddbaf,2535,3603,
TX-000073,2026-05-31T18:21:00,ACC-NORMAL-0009,ACC-NORMAL-0033,21743.81,GBP,wire,CH,FR,DEV-9617,hash_74f93d17e912b4bf,2099,217,
TX-000074,2026-05-19T13:55:00,ACC-NORMAL-0003,ACC-NORMAL-0185,16372.99,GBP,branch,GB,GB,DEV-8692,hash_f81dbaa1c8120a8e,601,3109,
TX-000075,2026-06-03T22:25:00,ACC-NORMAL-0067,ACC-NORMAL-0087,16249.42,CHF,atm,GB,FR,DEV-7226,hash_5110b492f4427e0b,3557,2524,
TX-000076,2026-06-12T15:55:00,ACC-NORMAL-0160,ACC-NORMAL-0184,13529.99,GBP,mobile,FR,AU,DEV-4846,hash_af34cf65a193c4b2,1245,1902,
TX-000077,2026-06-07T02:27:00,ACC-NORMAL-0073,ACC-NORMAL-0058,24458.66,AED,online,JP,FR,DEV-3725,hash_4ca9cf07b1aa0f6a,2197,601,
TX-000078,2026-05-25T01:18:00,ACC-NORMAL-0007,ACC-NORMAL-0012,8968.0,EUR,wire,GB,FR,DEV-5000,hash_697c392387fa841a,152,1748,
TX-000079,2026-06-09T05:10:00,ACC-NORMAL-0144,ACC-NORMAL-0175,4384.98,SGD,mobile,AE,CH,DEV-4945,hash_e9af299d7f671eec,1845,192,
TX-000080,2026-05-22T14:40:00,ACC-NORMAL-0149,ACC-NORMAL-0036,6356.89,USD,atm,CA,GB,DEV-8622,hash_49a23a89e6b5a92c,711,3579,
TX-000081,2026-05-20T02:28:00,ACC-NORMAL-0173,ACC-NORMAL-0139,23631.44,AUD,mobile,FR,AE,DEV-7951,hash_40066ff2b0b862ef,2363,809,
TX-000082,2026-05-21T12:54:00,ACC-NORMAL-0116,ACC-NORMAL-0077,12085.37,SGD,branch,FR,JP,DEV-6881,hash_4bbe4aff9326dffd,2440,3105,
TX-000083,2026-05-15T21:25:00,ACC-NORMAL-0179,ACC-NORMAL-0075,6869.26,USD,mobile,JP,GB,DEV-9138,hash_e776b886d534ee1d,1325,2816,
TX-000084,2026-06-09T07:38:00,ACC-NORMAL-0073,ACC-NORMAL-0199,20050.28,JPY,branch,JP,AE,DEV-5106,hash_c16d83edad81f8bd,2197,62,
TX-000085,2026-06-05T21:53:00,ACC-NORMAL-0184,ACC-NORMAL-0197,3428.11,USD,online,AU,JP,DEV-6061,hash_70d9c9f8c9e26074,1902,2911,
TX-000086,2026-05-26T23:08:00,ACC-NORMAL-0008,ACC-NORMAL-0149,2262.43,CAD,atm,FR,CA,DEV-7807,hash_336749b52cf6bf75,925,711,
TX-000087,2026-06-12T11:33:00,ACC-NORMAL-0033,ACC-NORMAL-0139,12549.85,EUR,atm,FR,AE,DEV-5210,hash_d31edf1ae9ff1cae,217,809,
TX-000088,2026-06-07T10:51:00,ACC-NORMAL-0123,ACC-NORMAL-0075,2888.09,EUR,online,SG,GB,DEV-4696,hash_ad238d36dc322c97,2770,2816,
TX-000089,2026-05-27T17:23:00,ACC-NORMAL-0185,ACC-NORMAL-0172,2266.67,USD,wire,GB,GB,DEV-5332,hash_1fa382e8895ccd99,3109,1683,
TX-000090,2026-06-05T23:43:00,ACC-NORMAL-0116,ACC-NORMAL-0094,6561.41,CAD,wire,FR,JP,DEV-2775,hash_3bdbc09eacc216a0,2440,1516,
TX-000091,2026-06-03T17:20:00,ACC-NORMAL-0120,ACC-NORMAL-0006,22882.25,GBP,branch,AU,US,DEV-8606,hash_b379cb1ee8cda0cc,158,1758,
TX-000092,2026-05-28T03:08:00,ACC-NORMAL-0077,ACC-NORMAL-0167,1143.22,AUD,online,JP,US,DEV-9071,hash_18e193311dba1267,3105,674,
TX-000093,2026-05-19T12:29:00,ACC-NORMAL-0060,ACC-NORMAL-0138,9281.58,SGD,mobile,JP,FR,DEV-3531,hash_6a35df59e2aa7a5d,2237,1048,
TX-000094,2026-06-10T15:39:00,ACC-NORMAL-0167,ACC-NORMAL-0025,10208.82,USD,atm,US,SG,DEV-7070,hash_71818dcf379efc6e,674,3018,
TX-000095,2026-06-11T11:06:00,ACC-NORMAL-0113,ACC-NORMAL-0060,24523.38,CHF,atm,AU,JP,DEV-6876,hash_65ec7acd0f8035f5,292,2237,
TX-000096,2026-05-18T14:05:00,ACC-NORMAL-0070,ACC-NORMAL-0048,16572.59,USD,mobile,GB,AU,DEV-1828,hash_5560db22c96b5edb,2472,929,
TX-000097,2026-06-09T18:13:00,ACC-NORMAL-0062,ACC-NORMAL-0032,1724.57,JPY,mobile,CH,GB,DEV-4538,hash_dea45c19d0243d72,1784,2915,
TX-000098,2026-06-08T04:50:00,ACC-NORMAL-0059,ACC-NORMAL-0085,22514.27,AUD,online,AE,JP,DEV-3370,hash_21472a15fcce96f6,3081,3595,
TX-000099,2026-06-09T05:07:00,ACC-NORMAL-0138,ACC-NORMAL-0064,16529.83,EUR,online,FR,DE,DEV-1243,hash_ca3c6f5f5bb5c40c,1048,928,
TX-000100,2026-05-25T00:11:00,ACC-NORMAL-0060,ACC-NORMAL-0151,6641.53,SGD,branch,JP,CA,DEV-9619,hash_bee3eb791d181ee9,2237,905,
TX-000101,2026-05-29T11:32:00,ACC-NORMAL-0016,ACC-NORMAL-0122,14845.71,CHF,wire,CA,JP,DEV-4629,hash_9d77a45ef206c269,2889,1004,
TX-000102,2026-06-09T21:33:00,ACC-NORMAL-0011,ACC-NORMAL-0187,7547.74,USD,online,AE,CH,DEV-8847,hash_66d06371d8e88ebb,844,2574,
TX-000103,2026-05-18T15:45:00,ACC-NORMAL-0109,ACC-NORMAL-0176,22743.42,GBP,online,AU,CA,DEV-6277,hash_25f934bf9bb96155,1664,365,
TX-000104,2026-05-23T19:40:00,ACC-NORMAL-0016,ACC-NORMAL-0033,14638.26,SGD,atm,CA,FR,DEV-9692,hash_7426b1934b7e6b3c,2889,217,
TX-000105,2026-05-28T03:50:00,ACC-NORMAL-0129,ACC-NORMAL-0155,17547.47,JPY,mobile,GB,SG,DEV-8046,hash_e359eee173991a47,809,3241,
TX-000106,2026-05-25T14:25:00,ACC-NORMAL-0058,ACC-NORMAL-0106,10405.58,CAD,online,FR,FR,DEV-7992,hash_aa44825950018b7b,601,1763,
TX-000107,2026-05-19T21:59:00,ACC-NORMAL-0065,ACC-NORMAL-0096,11861.95,GBP,online,SG,CH,DEV-2527,hash_18b872456e8f75a1,2117,1016,
TX-000108,2026-05-26T04:35:00,ACC-NORMAL-0190,ACC-NORMAL-0189,1508.92,CHF,mobile,JP,FR,DEV-6400,hash_1f4a8ca1ab85fd59,2102,2232,
TX-000109,2026-06-11T21:48:00,ACC-NORMAL-0105,ACC-NORMAL-0090,10579.19,AUD,online,CH,AE,DEV-6119,hash_1a85910d5a057c11,3603,2239,
TX-000110,2026-05-21T04:42:00,ACC-NORMAL-0147,ACC-NORMAL-0129,12059.91,CAD,online,US,GB,DEV-7022,hash_c33a1f6c1d691fba,3454,809,
TX-000111,2026-05-22T13:54:00,ACC-NORMAL-0071,ACC-NORMAL-0147,14028.53,CHF,mobile,CA,US,DEV-1430,hash_edd877c89be71737,1606,3454,
TX-000112,2026-05-23T00:11:00,ACC-NORMAL-0168,ACC-NORMAL-0178,6839.03,CAD,atm,GB,AE,DEV-6751,hash_2e70983801902620,2110,2345,
TX-000113,2026-06-05T12:04:00,ACC-NORMAL-0036,ACC-NORMAL-0145,3555.45,GBP,online,GB,US,DEV-9691,hash_604e46cb3712f2d1,3579,431,
TX-000114,2026-05-25T05:23:00,ACC-NORMAL-0107,ACC-NORMAL-0117,7797.82,GBP,atm,FR,GB,DEV-1861,hash_284c03d227d415b6,2238,59,
TX-000115,2026-05-16T21:05:00,ACC-NORMAL-0193,ACC-NORMAL-0158,6809.85,AED,wire,FR,SG,DEV-8242,hash_45ee432d6a07f213,3631,2741,
TX-000116,2026-05-31T03:22:00,ACC-NORMAL-0055,ACC-NORMAL-0194,10753.54,AED,atm,SG,JP,DEV-9633,hash_4ef492c1aac93316,900,1543,
TX-000117,2026-05-27T19:03:00,ACC-NORMAL-0011,ACC-NORMAL-0057,202.1,JPY,atm,AE,JP,DEV-3248,hash_4169b9fcc3a00c6f,844,615,
TX-000118,2026-05-18T00:31:00,ACC-NORMAL-0074,ACC-NORMAL-0084,18677.88,EUR,branch,US,GB,DEV-7229,hash_b423ccde88575117,2296,2109,
TX-000119,2026-06-01T21:51:00,ACC-NORMAL-0058,ACC-NORMAL-0129,8860.64,USD,wire,FR,GB,DEV-8147,hash_75b2745504cc3ede,601,809,
TX-000120,2026-06-02T13:36:00,ACC-NORMAL-0019,ACC-NORMAL-0081,10116.53,AUD,wire,AU,US,DEV-2887,hash_0556daea67b03283,3157,1888,
TX-000121,2026-06-09T19:29:00,ACC-NORMAL-0083,ACC-NORMAL-0043,20802.33,GBP,atm,DE,DE,DEV-8155,hash_1b19d8b8d8302081,2080,2525,
TX-000122,2026-06-02T12:33:00,ACC-NORMAL-0062,ACC-NORMAL-0112,1975.39,CAD,atm,CH,FR,DEV-4630,hash_c77444cb5543fc3c,1784,1045,
TX-000123,2026-05-31T20:07:00,ACC-NORMAL-0043,ACC-NORMAL-0019,13269.81,CAD,branch,DE,AU,DEV-6752,hash_f54e2019ba35844e,2525,3157,
TX-000124,2026-05-22T03:09:00,ACC-NORMAL-0165,ACC-NORMAL-0037,6406.65,EUR,branch,SG,JP,DEV-2234,hash_f387e1bd2d5972c6,2422,1586,
TX-000125,2026-05-30T14:48:00,ACC-NORMAL-0197,ACC-NORMAL-0160,14097.75,AED,mobile,JP,FR,DEV-6295,hash_f891b0c3dd3f487e,2911,1245,
TX-000126,2026-05-19T14:04:00,ACC-NORMAL-0160,ACC-NORMAL-0080,11728.34,AUD,atm,FR,DE,DEV-1920,hash_81e0d4895a18e2a3,1245,1810,
TX-000127,2026-05-29T14:02:00,ACC-NORMAL-0018,ACC-NORMAL-0080,1431.68,GBP,atm,FR,DE,DEV-2479,hash_98159d6c9d713084,666,1810,
TX-000128,2026-05-29T18:35:00,ACC-NORMAL-0129,ACC-NORMAL-0098,23856.24,AED,online,GB,SG,DEV-4084,hash_9ae1a991524f93ff,809,3027,
TX-000129,2026-05-19T01:28:00,ACC-NORMAL-0121,ACC-NORMAL-0129,2596.51,GBP,atm,AE,GB,DEV-9266,hash_2c2cd22ba56895c6,320,809,
TX-000130,2026-06-06T14:28:00,ACC-NORMAL-0010,ACC-NORMAL-0064,13106.47,EUR,mobile,AE,DE,DEV-6962,hash_eafde7d95f733a3e,138,928,
